CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
04-14-0037-46,04-14-0249,CHIMALTENANGO,PARRAMOS,"CENTRO EDUCATIVO EN COMPUTACIÓN ""NUEVA ESPERANZA""","1A. CALLE 2-40 ZONA 1, CANTÓN LA UNIÓN",79515898,SURAMA LISSETH RAMÍREZ LÓPEZ DE MORALES,WENCESLAO PUZ SAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO
04-14-0039-46,04-14-0249,CHIMALTENANGO,PARRAMOS,CENTRO EDUCATIVO TRILINGÜE NUEVO AMANECER,"ZONA 3, 0 AVENIDA, CANTÓN LA LIBERTAD",78499370,SURAMA LISSETH RAMÍREZ LÓPEZ DE MORALES,ROLANDO ESTUARDO ORTÍZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),CHIMALTENANGO
04-14-2933-46,04-025,CHIMALTENANGO,PARRAMOS,CENTRO EDUCATIVO PARRAMOS 'PROF. RIGOBERTO ZAMORA CHARUC',1A. AVENIDA 1-58 ZONA 1,78495279,SURAMA LISSETH RAMÍREZ LÓPEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO
04-14-3016-46,04-025,CHIMALTENANGO,PARRAMOS,CENTRO EDUCATIVO PARRAMOS PROF. RIGOBERTO ZAMORA CHARUC,1AV. 1-58 ZONA 1,78495279,SURAMA LISSETH RAMÍREZ LÓPEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0008-46,04-15-0234,CHIMALTENANGO,ZARAGOZA,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""PILAR DE VALORES Y CONOCIMIENTOS""",2A. AVENIDA 1-13 ZONA 2,58789005,VICTOR TZAJ GARCÍA,PEDRO DE JESÚS RUANO MARROQUIN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0009-46,04-008,CHIMALTENANGO,ZARAGOZA,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""SALVANDO NUESTRA NATURALEZA""",2A. AVENIDA 1-18 ZONA 2,,CORINA ARGELIA RODAS SERRANO,---,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0010-46,04-008,CHIMALTENANGO,ZARAGOZA,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""ILUMINANDO EL MUNDO""",4A. CALLE 2-42 ZONA 2,,CORINA ARGELIA RODAS SERRANO,---,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0014-46,04-15-0234,CHIMALTENANGO,ZARAGOZA,"LICEO BILINGUE ""LOS ANGELES""",1A. AVENIDA 3-56 ZONA 2,56921944,VICTOR TZAJ GARCÍA,DORCAS FRANCISCA LÓPEZ MELÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0015-46,04-15-0250,CHIMALTENANGO,ZARAGOZA,INSTITUTO TECNICO INDUSTRIAL ZARAGOZA DE HEREDIA,2A. CALLE 1-34 ZONA 1,78305941,CORINA ARGELIA RODAS SERRANO,TEODORA ELIZABETH FIGUEROA GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO
04-15-0021-46,04-15-0250,CHIMALTENANGO,ZARAGOZA,INSTITUTO TÉCNICO INDUSTRIAL ZARAGOZA DE HEREDIA,2A. CALLE 1-34 ZONA 1,78305941,CORINA ARGELIA RODAS SERRANO,TEODORA ELIZABETH FIGUEROA GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0022-46,04-008,CHIMALTENANGO,ZARAGOZA,INSTITUTO TÉCNICO INDUSTRIAL ZARAGOZA DE HEREDIA,2A. CALLE 1-34 ZONA 1,78305941,CORINA ARGELIA RODAS SERRANO,TEODORA ELIZABETH FIGUEROA GUERRA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0023-46,04-008,CHIMALTENANGO,ZARAGOZA,INSTITUTO TÉCNICO INDUSTRIAL ZARAGOZA DE HEREDIA,2A. CALLE 1-34 ZONA 1,78305941,CORINA ARGELIA RODAS SERRANO,TEODORA ELIZABETH FIGUEROA GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO
04-15-0030-46,04-008,CHIMALTENANGO,ZARAGOZA,COLEGIO MIXTO BILINGÜE NEW CONCEPT,1A. AVENIDA 3-17 ZONA 4,54380759,CORINA ARGELIA RODAS SERRANO,NORA ESPERANZA LEMUS MELÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0039-46,04-15-0250,CHIMALTENANGO,ZARAGOZA,"COLEGIO ACADEMIA INTERNACIONAL DE ""ALTOS SUEÑOS""",ALDEA TULULCHE,40482585,CORINA ARGELIA RODAS SERRANO,JOSÉ DAVID AJSIVINAC JUÁREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0042-46,04-008,CHIMALTENANGO,ZARAGOZA,LICEO CRISTIANO MONTE SIÓN,1A. AVENIDA 3-56 ZONA 2,47028663,CORINA ARGELIA RODAS SERRANO,MARIELA DEL PILAR MARROQUÍN GUZMÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO
04-15-0043-46,04-15-0234,CHIMALTENANGO,ZARAGOZA,LICEO CRISTIANO MONTE SIÓN,1A. AVENIDA 3-56 ZONA 2,42256175,VICTOR TZAJ GARCÍA,JERSON DANILO MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO
04-15-0044-46,04-15-0234,CHIMALTENANGO,ZARAGOZA,"LICEO BILINGÜE ""LOS ANGELES""",1ERA. AVENIDA 3-56 ZONA 2,56921944,VICTOR TZAJ GARCÍA,DORCAS FRANCISCA LÓPEZ MELÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO
04-15-0046-46,04-15-0234,CHIMALTENANGO,ZARAGOZA,LICEO CRISTIANO MONTE SIÓN,1A. AVENIDA 3-56 ZONA 2,42256175,VICTOR TZAJ GARCÍA,JERSON DANILO MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO
04-15-0059-46,04-15-0234,CHIMALTENANGO,ZARAGOZA,"CENTRO EDUCATIVO BILINGÜE ""SANTA MARÍA DE LA ESPERANZA""",2DA. CALLE 2-71 ZONA 1,54380759,VICTOR TZAJ GARCÍA,CINDY MILADY ARGUETA GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0061-46,04-008,CHIMALTENANGO,ZARAGOZA,"CENTRO EDUCATIVO BILINGÜE ""SANTA MARÍA DE LA ESPERANZA""",2DA. CALLE 2-71 ZONA 1,54380759,CORINA ARGELIA RODAS SERRANO,CINDY MILADY ARGUETA GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO
04-15-0063-46,04-15-0234,CHIMALTENANGO,ZARAGOZA,LICEO CRISTIANO MONTE SIÓN,"1A. AVENIDA, 3-56 ZONA 2",42256175,VICTOR TZAJ GARCÍA,JERSON DANILO MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,VIRTUAL A DISTANCIA,CHIMALTENANGO
04-15-0064-46,04-15-0250,CHIMALTENANGO,ZARAGOZA,INED INSTITUTO NACIONAL DE EDUCACIÓN DE DIVERSIFICADA,ALDEA LAS LOMAS,42148485,CORINA ARGELIA RODAS SERRANO,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0065-46,04-15-0250,CHIMALTENANGO,ZARAGOZA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA RINCÓN GRANDE,42148485,CORINA ARGELIA RODAS SERRANO,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0599-46,,CHIMALTENANGO,ZARAGOZA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'PARA OBREROS',6A. AVENIDA NORTE NO.2,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0732-46,04-15-0234,CHIMALTENANGO,ZARAGOZA,"ESCUELA DE CIENCIAS COMERCIALES POR COOPERATIVA DE ENSEÑANZA ""LIC. CARLOS ABILIO GIRÓN NORIEGA""",1A. AVENIDA 7-59 ZONA 1,78305785,VICTOR TZAJ GARCÍA,HECTOR ENRIQUE OVALLE PORRAS,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-3247-46,04-008,CHIMALTENANGO,ZARAGOZA,CENTRO EDUCATIVO BILINGUE KAJI IMOX,KILOMETRO 61.5 CARRETERA INTERAMERICANA ALDEA EL CUNTIC,40595614,CORINA ARGELIA RODAS SERRANO,MARTA LARES GÜITZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-3248-46,04-008,CHIMALTENANGO,ZARAGOZA,CENTRO EDUCATIVO BILINGUE KAJI IMOX,KILOMETRO 61.5 CARRETERA INTERAMERICANA ALDEA EL CUNTIC,40595614,CORINA ARGELIA RODAS SERRANO,MARTA LARES GÜITZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-3250-46,04-020,CHIMALTENANGO,ZARAGOZA,LICEO BILINGUE 'LOS ANGELES',2A. CALLE 2-89 ZONA 1,78392156-59881439,MARILENA HERNÁNDEZ CABRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-3252-46,04-008,CHIMALTENANGO,ZARAGOZA,COLEGIO MIXTO NUESTRA SEÑORA DEL PILAR,1A. AVENIDA 1-85 ZONA 3,78305441,CORINA ARGELIA RODAS SERRANO,MIRNA YANETH PORRAS Y PORRAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-16-0001-46,04-024,CHIMALTENANGO,EL TEJAR,COLEGIO SAGRADA INFANCIA,4A. AVENIDA 6-56 ZONA 4,40016843,LUIS FERNANDO MÉNDEZ GUDIEL,ODILIA MEJIA BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO
04-16-0002-46,04-003,CHIMALTENANGO,EL TEJAR,ESCUELA NORMAL DE EDUCACION DE EDUCACION FISICA,"FINCA LA ALAMEDA, INTERIOR DE LA ESCUELA NORMAL PEDRO MOLINA",,NORMAN EDUARDO PINTO CELIS,---,DIVERSIFICADO,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO
04-16-0005-46,04-16-0251,CHIMALTENANGO,EL TEJAR,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""SANTO DOMINGO""",LOMAS DEL PERICÓN,58207372,LUIS FERNANDO MÉNDEZ GUDIEL,MILVIA ELIZABETH VENTURA SINAY,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-16-0016-46,04-024,CHIMALTENANGO,EL TEJAR,"COLEGIO MIXTO EN COMPUTACIÓN ""MORAZÁN""","CALLE REAL, BARRIO LA CUESTESITA, ALDEA SAN MIGUEL MORAZÁN",52932174,LUIS FERNANDO MÉNDEZ GUDIEL,MILVIA ELIZABETH VENTURA SINAY,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-16-0017-46,04-024,CHIMALTENANGO,EL TEJAR,"COLEGIO MIXTO ""SAN SEBASTIAN""",8A- AVENIDA 3-29 ZONA 1,78392797,LUIS FERNANDO MÉNDEZ GUDIEL,EDWIN FERMÍN GÓMEZ SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-16-0032-46,04-024,CHIMALTENANGO,EL TEJAR,"CENTRO EDUCATIVO CRISTIANO ""NUEVA VISIÓN""",3RA CALLE 5-49 ZONA 1,77251688,LUIS FERNANDO MÉNDEZ GUDIEL,MAYORI MABEL JUÁREZ CHAJÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-16-0034-46,04-024,CHIMALTENANGO,EL TEJAR,"COLEGIO MIXTO EN COMPUTACIÓN ""MORAZAN""","CALLE REAL BARRIO LA CUESTECITA, ALDEA SAN MIGUEL MORAZAN",52932174,LUIS FERNANDO MÉNDEZ GUDIEL,ANGÉLICA DEL ROSARIO PATZÁN QUISQUE,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,SEMIPRESENCIAL,CHIMALTENANGO
04-16-0035-46,04-024,CHIMALTENANGO,EL TEJAR,"COLEGIO MIXTO EN COMPUTACIÓN ""MORAZAN""","CALLE REAL,BARRIO LA CUESTECITA, ALDEA SAN MIGUEL MORAZAN",52932174,LUIS FERNANDO MÉNDEZ GUDIEL,ANGELICA DEL ROSARIO PATZAN QUISQUE,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO
04-16-0037-46,04-16-0251,CHIMALTENANGO,EL TEJAR,COLEGIO BILINGÜE J.E.T.,"FINCA ENON, ALDEA SANTO DOMINGO",30382345,LUIS FERNANDO MÉNDEZ GUDIEL,DEIDRA ANN TAYLOR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-16-0038-46,04-16-0251,CHIMALTENANGO,EL TEJAR,COLEGIO BILINGÜE J.E.T.,"FINCA ENON, ALDEA SANTO DOMINGO",30382345,LUIS FERNANDO MÉNDEZ GUDIEL,DEIDRA ANN TAYLOR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO
04-16-2325-46,04-16-0251,CHIMALTENANGO,EL TEJAR,INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,"3A. AVENIDA A 2-00, ZONA 1",78490360,LUIS FERNANDO MÉNDEZ GUDIEL,AURA MARITZA ARRIOLA RONQUILLO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIMALTENANGO
04-16-2787-46,04-024,CHIMALTENANGO,EL TEJAR,ESCUELA NORMAL DE EDUCACION FISICA,3A. AV. A 2-00 ZONA 1,78490360,LUIS FERNANDO MÉNDEZ GUDIEL,GABRIEL BACAJOL AQUINO,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO
,,,,,,,,,,,,,,,,
20-01-0024-46,20-01-1142,CHIQUIMULA,CHIQUIMULA,ESCUELA DE CIENCIAS COMERCIALES NOCTURNA,10A. AVENIDA 3-71 ZONA 1,41494622,CÉSAR ADALBERTO NOGUERA JÁCOME,HECTOR ALIDIO CERÓN BRENES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-01-0028-46,20-024,CHIQUIMULA,CHIQUIMULA,"COLEGIO CIENTÍFICO EN INFORMÁTICA, ELECTRÓNICA Y TELECOMUNICACIONES ADY",3A. CALLE 8-41 ZONA 1,66206263-79420025,SILVIA MARILENA BUEZO MARTINEZ,GLADYS HAYDEE SOLARES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0029-46,20-01-1144,CHIQUIMULA,CHIQUIMULA,INSTITUTO DIVERSIFICADO ADS. AL INEB 'DR. DAVID GUERRA GUZMAN',2A CALLE ENTRE 11 Y 12 AVENIDAS ZONA 1,79497213,CESAR HELAMAN GARCÍA LÓPEZ,ROMEO RIVERA CHACÓN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0030-46,20-01-1144,CHIQUIMULA,CHIQUIMULA,ESCUELA NACIONAL DE MAESTROS DE EDUCACION MUSICAL PEM OSCAR AUGUSTO MATEO MORALES,2A CALLE Y 12 AVENIDA ZONA 1,56300566,CESAR HELAMAN GARCÍA LÓPEZ,JOSÉ VICENTE REYES SOLÍS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-01-0031-46,20-01-1145,CHIQUIMULA,CHIQUIMULA,ESCUELA SECUNDARIA PRIVADA MIXTA DE ORIENTE -ESDEO-,2A CALLE 4-40 ZONA 1,79420290,LUIS GUSTAVO SAGASTUME CONTRERAS,ERWIN LEONEL COLINDRES MONROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0032-46,20-01-1148,CHIQUIMULA,CHIQUIMULA,"COLEGIO EVANGÉLICO MIXTO ""AMIGOS""",10MA AVENIDA 5-38 ZONA 1,79420116,SILVIA MARILENA BUEZO MARTÍNEZ,ROXANA LISBETH URRUTIA PINTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0033-46,20-01-1146,CHIQUIMULA,CHIQUIMULA,INSTITUTO TECNOLOGICO PRIVADO DE ORIENTE,4TA. AVENIDA 4-20 ZONA 1,79425959,MERY ELISABET CALDERÓN CASTILLO,SALOMON ELIASIB ALVAREZ CORDÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-01-0034-46,20-01-1142,CHIQUIMULA,CHIQUIMULA,INSTITUTO NORMAL PARA SEÑORITAS DE ORIENTE,4A. CALLE 6-00 ZONA 1,59799216,CÉSAR ADALBERTO NOGUERA JÁCOME,MIRNA ELIZABETH QUIROA LÓPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0036-46,20-01-1149,CHIQUIMULA,CHIQUIMULA,INSTITUTO NORMAL PARA VARONES DE ORIENTE,6A AVE. 4-10 ZONA 1,42102776,BYRON HORACIO SARCEÑO ZEPEDA,BALVINO CHACÓN PÉREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0038-46,20-01-1148,CHIQUIMULA,CHIQUIMULA,"""LICEO LA SALLE""",6A CALLE 3-61 ZONA 1,79420328,SILVIA MARILENA BUEZO MARTÍNEZ,CARLOS ORLANDO TOLEDO GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0040-46,20-01-1144,CHIQUIMULA,CHIQUIMULA,COLEGIO PRIVADO MIXTO 'SAGRADA FAMILIA',6A AVE. 5-68 ZONA 1,79420232,CESAR HELAMAN GARCÍA LÓPEZ,SHENY MARÍA FAJARDO MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0041-46,20-01-1187,CHIQUIMULA,CHIQUIMULA,INSTITUTO MODERNO CHIQUIMULTECO,CALLE HUGO LEONEL BACARO 9-30 ZONA 1,,KAREN SUCETH GUERRA CALDERÓN,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0119-46,20-024,CHIQUIMULA,CHIQUIMULA,LICEO TECNOLOGICO BILINGUE CHIQUIMULTECO,6A. CALLE 5-17 ZONA 1,79492282,SILVIA MARILENA BUEZO MARTINEZ,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0129-46,20-024,CHIQUIMULA,CHIQUIMULA,LICEO ISRAELÍ,5A. CALLE 1-40 ZONA 1,79423558,SILVIA MARILENA BUEZO MARTINEZ,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0131-46,20-038,CHIQUIMULA,CHIQUIMULA,ESCUELA PRIVADA DE EDUCACION FISICA DE ORIENTE,,,RICARDO URIEL SAMAYOA TRIGUEROS,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0132-46,20-038,CHIQUIMULA,CHIQUIMULA,ESCUELA PRIVADA DE EDUCACION FISICA DE ORIENTE,,,RICARDO URIEL SAMAYOA TRIGUEROS,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0164-46,20-01-1146,CHIQUIMULA,CHIQUIMULA,INSTITUTO TECNOLOGICO PRIVADO DE ORIENTE,4TA. AVENIDA 4-20 ZONA 1,79422349,MERY ELISABET CALDERÓN CASTILLO,SALOMON ELIASIB ALVAREZ CORDÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0174-46,20-027,CHIQUIMULA,CHIQUIMULA,COLEGIO SUPERIOR DE INFORMATICA HIGA,1A. CALLE 5-61 ZONA 2,44043628,SILVIA MARILENA BUEZO MARTINEZ,JOSE DAVID BERCLAN LARA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0176-46,20-01-1144,CHIQUIMULA,CHIQUIMULA,COLEGIO PRIVADO MIXTO BENDICION,4A. CALLE A 13-25 ZONA 1,41007884,CESAR HELAMAN GARCÍA LÓPEZ,AXEL YOVANY VILLELA MONROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0178-46,20-024,CHIQUIMULA,CHIQUIMULA,COLEGIO EVANGELICO MIXTO ADONAI,8A. AVENIDA 4-40 ZONA 1,79424111,SILVIA MARILENA BUEZO MARTINEZ,MERARI JASMÍN DE LEÓN CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0179-46,20-01-1148,CHIQUIMULA,CHIQUIMULA,COLEGIO EVANGELICO MIXTO ADONAI,8A. AVENIDA 4-40 ZONA 1,79424111,SILVIA MARILENA BUEZO MARTÍNEZ,MERARI JASMÍN DE LEÓN CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0181-46,20-01-1187,CHIQUIMULA,CHIQUIMULA,LICEO SAN PABLO,2A. CALLE 4-40 ZONA 1,79421747,KAREN SUCETH GUERRA CALDERÓN,EDGAR RENE ANDRADE SAENZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0182-46,20-024,CHIQUIMULA,CHIQUIMULA,LICEO TECNOLOGICO BILINGUE CHIQUIMULTECO,6A CALLE 5-17 ZONA 1,79626334,SILVIA MARILENA BUEZO MARTINEZ,EDNA GRACIELA PINTO SAGASTUME,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0183-46,20-027,CHIQUIMULA,CHIQUIMULA,COLEGIO PRIVADO MIXTO SABIDURIA,2A. CALLE 4-40 ZONA 1,,SILVIA MARILENA BUEZO MARTINEZ,JOSE LUIS LOPEZ PERALTA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0184-46,20-01-1187,CHIQUIMULA,CHIQUIMULA,COLEGIO PRIVADO MIXTO SABIDURIA,2DA. CALLE 4-40 ZONA 1,,KAREN SUCETH GUERRA CALDERÓN,JOSE LUIS LOPEZ PERALTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
